Entity1,Entity2,Pair_ID,Answer,Answer_binary,Label,Match,Costs,Hard_Negative
"Brand: Samsung Name: Samsung GALAXY BUDS2 PRO LIGHT VIOLET (SM-R510NLVAEUB) Price: 393.0 Description: Samsung GALAXY BUDS2 PRO LIGHT VIOLET (SM-R510NLVAEUB)

 Product details
MPN: SM-R510NLVAEUB

EAN: 8806094614206

Product specifications
General TypeMobile phone ColorViolet
 ""

  Privacy Policy
 
Return of batteries
 
Disposal of electrical and electronic equipment
 
 
 Available contract languages:
 
The contract language is German.","Brand: Samsung Name: Samsung Galaxy A32 - Smartphone 128GB, 4GB RAM, Dual SIM, White Price: 326.54 Description: Samsung Galaxy SM-A325F DS. Screen diagonal: 16.3 cm (6.4 inches), Screen resolution: 1800 x 2400 pixels, Display type: SAMOLED. Processor clock frequency: 1.8 GHz, Processor family: MediaTek. RAM capacity: 4 GB, Internal storage capacity: 128 GB. Rear camera resolution (numeric): 64 MP, Rear camera type: Quad camera. SIM card slots: Dual-SIM. Installed operating system: Android 11. Battery capacity: 5000 mAh. Product color: White. Weight: 184 g Screen: Screen diagonal: 16.3 cm (6.4 inches) Screen resolution: 1800 x 2400 pixels Touchscreen: Yes Screen shape: Flat Display type: SAMOLED Number of display colors: 16 million colors Touchscreen type: Capacitive Pixel density: 412 ppi Rounded display corners: Yes Processor: Processor clock frequency: 1.8 GHz Processor family: MediaTek Number of processor cores: 8 Processor boost frequency: 2 GHz Storage medium: RAM capacity: 4...",4895194761#3935134734,No,0,0,1,0.000391125,1
"Brand: Apple Name: Apple iPhone 14 Pro Space Black 512 GB Price: 1488.99 Description: I want this!: the Apple iPhone 14 Pro Space Black 512 GB With the Apple iPhone 14 Pro Space Black 512 GB you can buy the latest flagship from Apple from us. High-quality craftsmanship, smart features and an excellent camera – all this and more is offered by the Apple iPhone 14 Pro Space Black 512 GB. Here we have summarized the most important features for you: Operating system: iOS 16 Screen size: 15.5 cm (6.1 inches), Display type: OLED Camera: 48.0 + 12.0 + 12.0 + 12.0 megapixels, Front camera: 12.0 megapixels Storage capacity: 512 GB Processor: Apple A16 Bionic What makes the device so special What characterizes this model: Crash Detection Dynamic Island Always-On Display OLED display with 2,556 x 1,179 pixel resolution In many usage areas a good display is a main criterion – therefore the device is equipped with a 15.5 cm (6.1 inch) display with a resolution of 2,556 x 1,179 pixels. This provides the best conditions for an exceptionally sharp image. Because the display used in the device is an OLED display, the individual pixels are their own light source. This ensures extremely detailed color reproduction and also means that a backlight can be omitted. This storage won't fill up anytime soon With 512 GB of internal storage, you have plenty of space for your software applications and files. The six-core Apple A16 Bionic processor completes the powerful package. Benefit from these connection options The Apple iPhone 14 Pro Space Black 512 GB features a Lightning connector. This allows you, for example, to transfer data to other devices.","Brand: Apple Name: APPLE iPhone 12 Pro Max 512 GB Gold Dual SIM Price: 1599.0 Description: The iPhone 12 Pro Max from manufacturer APPLE: Be convinced by stunning design and high functionality! The gold finish gives the phone a premium look. Which display is installed? With the built-in display (Super Retina XDR, OLED), images and videos are shown on the phone in rich colors and high sharpness. The screen measures 6.7 inches, offering a good compromise between practicality and comfort. You can rely on a high-quality image resolution, as it has 2,778 x 1,284 pixels. What technical features characterize this product? The smartphone is equipped with the iOS 14 operating system. Do you live a bit outside the nearest city but still want fast mobile internet? With the iPhone 12 Pro Max you can use the following standards: 2G (GSM), 3G (UMTS), 4G (LTE) and 5G. The necessary processing power is provided by a powerful A14 Bionic chip processor. All your files and much more find a convenient place on the storage drive with an extensive capacity of 512 GB. To use a mobile contract you can use the following SIM card formats with this device: Nano-SIM (4FF) or eSIM. The eSIM is already integrated into the phone and only needs to be activated by your mobile provider. If you want to be reachable on a second number with the device, use a second SIM card — thanks to Dual-SIM this is no problem. Does the device take good photos? Take beautiful group shots with the high-quality front camera (12.0 megapixels). That way you don't always have to carry an additional digital camera. With the integrated flash you can also take great pictures at night. Wireless charging is even possible with the device — induction makes it possible. Which ports and connections are available? The device can be connected via 1x Lightning port to make full use of the smartphone's functionality. At home, in a hotel, or in a café — you can go online with your device via Wi‑Fi everywhere and don't always have to rely on mobile data. Apple smartphones come standard with Bluetooth technology. The iPhone 12 Pro Max is no exception and can therefore connect to many different devices. Why is the smartphone worth a closer look? Use the GPS function to find your way by car or on foot even in unfamiliar areas. The device is sealed with its outer casing and display so that splash water cannot enter the sensitive interior. The iPhone 12 Pro Max impresses across the board: its functionality and smooth performance make it a fascinating device for everyone!",4965700329#3204907291,No,0,0,1,0.000877625,1
"Brand: Nike Name: Nike Men's Revolution 5 Running Shoes, Multicolor (Cool Grey Pure Platinum Dark Grey 005), 43 EU Price: 49.77 Description: Nike Revolution 5 offers maximum comfort while running. The lightweight knit material wraps around your foot, providing breathable support. Minimalist design suitable for any occasion. A reinforced heel and overlays provide added stability.","Brand: RAUCH Name: rauch wardrobe »Rasa« beige 127 cm x 188 cm x 52 cm Price: 299.99 Description: Product details Brand information, rauch BLUE – FURNITURE. SIMPLY GOOD.: Here you will find functional, well thought-out and sustainable furniture “Made in Germany”. The rauch BLUE brand combines reliable quality with a top price-performance ratio., Color Color, light structured oak color, Handle color, aluminium-colored, Notes Quality seals, The ""Goldene M"", quality seal of the DGM, Features & functions Number of adjustable shelves, 2, Number of clothes rails, 1, Number of large drawers, 2, Number of small drawers, 2, Number of doors, 3, Type of handles, handle strip, Type of doors, mirrored door hinged doors, Dimensions Width, 127 cm, Depth, 52 cm, Height, 188 cm, Internal drawer width, 78 cm, Internal drawer depth, 34 cm, Internal drawer height, 6.5 cm, Internal drawer width 2, 37 cm, Internal drawer depth 2, 34 cm, Internal drawer height 2, 6.5 cm, Note on dimensions, All dimensions are approximate., Material Drawer runner material, plastic, Clothes rail material, metal, Handle material, plastic, Fittings material, metal, General Design, with mirror, Delivery & assembly Scope of delivery, assembly instructions, Notes Accessory note, Adjustable shelves item no. 862919 Wardrobe lighting item no. 61256024 Hook rail item no. 41396010 Trouser holder item no. 74171859 Tie holder item no. 28858131, Additional information Additional information, Interior decor in light linen look. Can only be assembled lying down!,",3043036534#2065121798,No,0,0,1,0.000447125,0
"Brand: PearlCo Name: Glass water filter red incl. 3 Protect+ filter cartridges Price: 44.9 Description: Ecological Avoids plastic waste Economical Give up plastic bottles Pure taste Food and drinks unfold their full aroma The PearlCo glass water filter The tested PearlCo glass water filter is made of high-quality borosilicate glass (ISO3585) brand Simax, which is distinguished among other things by its high thermal and chemical resistance. An LED integrated into the lid of the water filter indicates when you should change the filter cartridge. When the LED lights blue, the filter cartridge is ready for use. When the LED lights red, the cartridge should be changed. The modern, clear design of the water filter blends harmoniously into any environment. Its ergonomic shape ensures comfortable, easy handling. The special, non-slip design of the base plate guarantees a secure and stable stand. Protect+ filter cartridge Classic PearlCo Protect+ filter cartridges contain a higher proportion of the ion exchanger responsible for reducing limescale. This allows drinking water from areas with very high water hardness to be used without problems for fine teas, high-quality coffee and many other particularly taste-sensitive beverages. The high descaling performance of the Protect+ filter cartridge provides reliable protection against the rapid limescale build-up typical of high water hardness in coffee machines, kettles and similar household appliances. Universal versatile use Protect+ for very hard water AquaMag extra magnesium alkaline raises the pH value More selected More More Capacity depending on water hardness up to 150 liters up to 150 liters up to 150 liters up to 150 liters Use For cooking, for hot and cold drinks For cooking, for hot and cold drinks Cold drinks or simply pure Simply pure, alkaline nutrition Reduces limescale ++ +++ + - Reduces organic substances ✓ ✓ ✓ ✓ Removes chlorine ✓ ✓ ✓ ✓ Against lead and other heavy metals ✓ ✓ ✓ ✓ Suitable for soda makers ✓ ✓ ✓ - At a glance Universal, inexpensive filter cartridge Effective descaling even in areas with very hard water For best taste and an extra dose of magnesium Raises the pH value of the water, supports a gentle diet",Brand: Theraline Name: The Original Theraline Nursing Pillow incl. Cover Microbeads Birds in Flight - Top Condition Price: 54.9 Description: The Original Theraline Nursing Pillow incl. Cover Microbeads Birds in Flight - Top Condition,3582409643#4427940311,No,0,0,1,0.0004829999999999999,1
"Brand: Adidas Name: adidas Men's Tracerocker 2.0 Gore-TEX Trail Running Shoes - Low (Non Football), core Black core Black Grey Five, 42 EU - 42 EU Price: 81.67 Description: Buy one size larger; Laces; Upper made of open-pore mesh; Synthetic overlays; Textile lining; GORE-TEX membrane; Lightweight EVA midsole","Brand: Oral B Name: Oral-B Pro 1 100 Braun Electric Toothbrush with Pressure Control 2 Min. Timer Price: 31.41 Description: Oral-B Electric Toothbrush ""Pro 1 100"", 2 minute timer, with 1 replacement brush head
Timer: 2 minutes
Feature: MicroPulse bristles
BRAND NEW
The round brush head from Oral-B removes up to 100% more plaque than a regular manual toothbrush.
The Oral-B PRO 1 100 was rated GOOD (2.3) by Stiftung Warentest (test run 01 2019). The electric toothbrush helps you brush your teeth professionally like a dentist for 2 minutes with the timer and notifies you every 30 seconds to change the brushing area. While you simply move the toothbrush in your mouth, the unique round Oral-B brush head does the rest. It removes up to 100% more plaque than a regular manual toothbrush, promoting healthier gums, and features MicroPulse bristles for superior deep cleaning between the teeth. The Oral-B PRO 1 1g",138649305625#4004633045,No,0,0,1,0.00032112499999999996,1
"Name: Metal Fence Double Gate for Double Wire Mesh Anthracite for Concreting 100 cm x 400 cm Price: 699.99 Description: The proven system of double wire mesh panels is used wherever a durable and reliable, yet cost-effective enclosure is required. With our matching welded mesh metal single gates we meet the highest demands for quality and longevity. The surfaces are galvanized and thus reliably protected against rust. Technical data of the gate: Welded mesh double gate Material: steel, raw Surface: hot-dip galvanized and anthracite plastic coated RAL 7016 Clear width: 4000 mm Height: 1000 mm Post length: 1500 mm Post material: 80 x 80 mm Mesh size: 50 x 200 mm Frame material: 40 x 40 mm square tube Infill material: 6 5 5 mm double wire mesh panel for concreting, gate width: 4000 mm, gate height: 1000 mm Delivery includes pipe frame lock with PZ cutout, usable for DIN left and right, M16 hinges, door handle made of aluminium, profile cylinder, strike, floor bolt, buffer support, posts and mounting brackets for double wire mesh panels. You can combine this double gate with the matching double wire mesh base set and extend it to any desired length with the appropriate extension set.","Brand: XXXLutz Name: Woven rug, pink, textile, checkered, rectangular, 240 cm, Oeko-Tex® Standard 100, suitable for underfloor heating, dirt-repellent, suitable for house dust allergy sufferers, lightfast, antistatic, washable, easy-care, durable, easy to roll up, rugs and floors, rugs, woven rugs Price: 187.03 Description: Woven rug, in the color pink, made of textile material and with a checkered design. The shape of the item is rectangular. The item has a size of 240 cm, and carries the certification: Oeko-Tex® Standard 100. The special features of the item are: suitable for underfloor heating, dirt-repellent, suitable for house dust allergy sufferers, lightfast, antistatic, washable, easy-care, durable, easy to roll up.",2057082510#4623955861,No,0,0,1,0.00045937499999999993,1
"Brand: adidas Name: adidas Ultra Boost 4.0 White   White   White 6 Price: 179.95 Description: Where performance meets style. The UltraBOOST turns every run into your best yet. This women’s shoe supports ambitious long-distance runners. Its adidas Primeknit upper adapts to your foot like a sock with every movement. The pre-shaped heel area stabilizes the foot while the energy-returning Boost technology gives you full power. The grippy outsole also ensures outstanding traction on wet and dry surfaces. Boost is the most responsive cushioning we've ever made: the more you give, the more energy you get back. adidas Primeknit upper wraps the foot for a precise fit, providing support and ultra-light comfort. Torsion System enables optimized freedom of movement between rearfoot and forefoot. Stabilizing element in the midfoot area for a secure fit. Preformed Fitcounter heel cap reduces pressure on the Achilles tendon. Continental rubber outsole for superior grip on dry and wet surfaces. Stretchweb rubber outsole for optimal running performance.","Brand: adidas Name: adidas Performance Runfalcon 2.0 Running Shoe 31 Price: 35.0 Description: Size , 31, Size system , EU sizes, Size note , Runs small, please order one size larger., Color , black, Upper material , Synthetic, Textile, Style , sporty, Closure , Velcro fastener, Hook-and-loop fasteners, Toe , pointed, Outsole tread , highly profiled, Shoe height , low, Sport , Running, Athletics,",3077905761#3292344806,No,0,0,1,0.000329875,1
"Name: Summer tire 255 35 R20 97Y Tristar Sportpower 2 Promotion id760376 Price: 73.56 Description: Summer tire Tristar Sportpower 2 255 35 R20 97Y, 20 inch car tire from Tristar, Load index: 97 (730 kg maximum load capacity), Speed rating: Y (up to 300 km h), Offer 141275719, 760376, Summer tires for your car on eBay - buy from goodtires cheaply with free shipping. Compare car tires now on eBay.de and save! Offers from goodtires Summer tires 255 35 R20 | Summer tires | Winter tires | All-season tires | Alloy wheels | Steel wheels | Motorcycle tires | Quad ATV tires Does this tire fit my vehicle?
Please read the currently mounted tire size, e.g. 255 35 R20 97Y, on your vehicle and compare it with the tires offered here. Often the vehicle registration document data differs from the currently mounted tires.  About this offer Summer tire 255 35 R20 97Y Tristar Sportpower 2 Promotion id760376 Brand: Tristar Tire model: Sportpower 2 Tire type: Summer tire Tire size: 255 35 R20 97Y Tire width: 255g",Brand: Federal Name: Federal ST-1 XL - 245 35R19 93Y - Summer tire Price: 92.04 Description: Advanced wet-grip compounds provide optimized wet and dry traction. Triple-wide central ribs and a narrow groove reduce aquaplaning. High carcass stiffness improves cornering stability.,4111406344#3043166693,No,0,0,1,0.000352625,1
Brand: Hoppediz Name: Hoppediz ring sling Marrakesch brown copper turquoise Marrakesch Price: 59.99 Description: Hoppediz ring sling Marrakesch brown copper turquoise Marrakesch,"Brand: TAMARIS Name: Tamaris Chelsea ankle boots brown Price: 79.95 Description: Size, 39, Color, Brown, Upper material, Leather & textile, Lining, Textile and synthetic, Heel type, Block heel, Toe shape, round, Outsole characteristics, Synthetic",2069380321#210012116583,No,0,0,1,0.00014874999999999998,1
Brand: helit Name: helit folding box the flap-line H6180388 45 l Heavy Duty anthracite Price: 18.39 Description: Dimensions: 35.4 x 28.4 x 53 cm (W x H x D) Volume: 45 l Max. load capacity: 30 kg with hand grip Material: plastic Color: anthracite The folding box can be easily folded up when not in use and stored space-savingly. Ideal for transport and archiving. With reinforced hinges.,"Brand: Garden Pleasure Name: Garden Pleasure Hollywood Swing Anna anthracite Price: 167.99 Description: Hollywood for everyone The Garden Pleasure Hollywood Swing Anna promises cozy hours for up to 3 people. Lean back, relax and let your soul dangle — or swing. Treat yourself to a little time out. Stylish presence This swing exudes a touch of Hollywood and fits perfectly into your outdoor space. Whether it’s your garden, your terrace or even a sheltered conservatory – Anna cuts a fine figure everywhere. Durable leading lady In Hollywood you need staying power – luckily the Anna Hollywood Swing is an especially robust performer. It is weatherproof and low-maintenance, standing up to any kind of weather. The sun canopy also provides protection. Order the Garden Pleasure Hollywood Swing Anna today in our online shop and nothing will stand in the way of a little break.",4900256072#3606108939,No,0,0,1,0.00030274999999999996,1
